title,description,url
Business Resources | City of San Jose - COVID-19,"Call Santa Clara County's COVID-19 Business Call Center at: (408) 961-5500, ... San José's Storefront Assistance Grants can give you a head start.",https://www.sjeconomy.com/why-san-jose/covid-19-guidance/business-resources
Nonprofit Grant Programs | City of San Jose,"200 E. Santa Clara St. San José, CA 95113. Phone: (408) 535-3860. Hours Monday - Friday ... Nonprofit Grant Programs. Storefront Community Dev Block Grants ...",https://www.sanjoseca.gov/your-government/departments/housing/nonprofit-support
Community Grant Program | City of Santa Clara,"The City's existing Santa Clara Championship Team Fund Program, which provides funding to Santa Clara teams and groups competing or ...",https://www.santaclaraca.gov/services/housing-community-services/community-grant-program
Emergency Response Grants for Nonprofits - Silicon Valley ...,"The SVCF Regional Nonprofit Emergency Fund, in response to COVID-19, is helping communities across the Bay Area by providing nonprofits with ...",https://www.siliconvalleycf.org/nonprofit-grantees
COVID-19 Response Grants - Santa Barbara Foundation,COVID-19 Recovery and Rebuilding for Santa Barbara County ... to hundreds of amazing nonprofit organizations through 254 grant awards when our community was ...,https://www.sbfoundation.org/covid-19-response-grants/
Here's how Santa Clara County plans to spend hundreds of ...,"74.7 million in grants, family-focused services, and upgrades to county infrastructure: $10 million for nonprofits in the county who ...",https://www.mercurynews.com/2021/11/01/heres-how-santa-clara-county-plans-to-spend-hundreds-of-millions-in-federal-covid-19-relief-funds
Grants to Santa Clara County Non-Profits for Programs to ...,"Grants are available for non-profit organizations providing services to at-risk youth in Santa Clara County, California for programs and projects that focus ...",https://www.grantwatch.com/grant/130939/grants-to-santa-clara-county-non-profits-for-programs-to-benefit-at-risk-youth.html
Emergency Response Grants - Tipping Point Community,View our investments in Bay Area non-profits below. ... Provide legal assistance to tenants at risk of eviction due to COVID-19. ... Santa Clara County.,https://tippingpoint.org/what-we-do/initiatives/covid-19/grants
Coronavirus Assistance for Businesses Affected by the ...,"These grants provide an emergency advance of up to $10,000 to small businesses and private non-profits harmed by COVID-19 within three days of applying for an ...",https://www.cityofgilroy.org/824/Coronavirus-Assistance
COVID-19 | Non-Profit - ImmigrantInfo.org,CADRE works with Santa Clara County's emergency management community to build ... Recording Answering Questions About Vaccine Mandates for CA Non-Profits.,https://www.immigrantinfo.org/covid19/cvcbo.php
COVID-19 Action Fund: Non-Profit Emergency Grant Application,The Santa Clara County REALTORS® Foundation is committed to making our community a better place to live for all. Our Foundation was created to respond to ...,https://www.sccrfoundation.org/apply-for-a-grant/covid-19-action-fund-non-profit-emergency-grant-application/
Corporate & Foundation Gifts - Giving - Santa Clara University,"As a nonprofit organization and private institution of higher education, Santa Clara ... of the gifts, grants, and tuition dollars entrusted to our care.",https://www.scu.edu/giving/how-to-give/corporate--foundation-gifts/
Crisis Resources | SVCN - Silicon Valley Council of Nonprofits,"Helping the nonprofit community confront the public health crisis with actions, ... Catholic Charities of Santa Clara County - Services Update + Protocols.",https://www.svcn.org/covid19-resources
Coastal Conservancy Grants,Applying for a Grant · Megan Cooper – megan.cooper (at) scc.ca.gov · Greg Gauthier – greg.gauthier (at) scc.ca.gov for inquiries about the Santa Ana River ...,https://scc.ca.gov/grants/
Profiles of Recent Grants - Farrington Historical Foundation,"Through its grants program, the Farrington Historical Foundation funds a wide variety of projects and services in Santa Clara Valley, California.",https://farringtonfoundation.org/grants/profiles/
Martha's Kitchen | San Jose | Nonprofit,Martha's Kitchen is a nonprofit soup kitchen that currently provides nearly 100000 meals and 250000 pounds of groceries each month to those in need.,https://www.marthas-kitchen.org/
Small Business Assistance Grant Program | City of Santa Clara,"The Small Business Assistance Grant Program is closed. ... As of December 31, 2020, the City awarded 248 grants for a total of $1,745,000.Here is ...",https://www.santaclaraca.gov/i-want-to/stay-informed/coronavirus-updates/business-resources/small-business-assistance-grant-program
The Latest California Small Business Grants Available,"Santa Clara County Microbusiness COVID-19 Relief Grant Program. Microbusinesses in Santa Clara County, California that have been negatively ...",https://smallbiztrends.com/2022/02/california-small-business-grants.html
California Office of the Small Business Advocate (CalOSBA),"For all inquiries regarding the California Small Business Covid-19 Relief Grant ... To access #Get Digital CA! to adapt to the new marketplace, click here.",https://calosba.ca.gov/
Resources Small Business - Alum Rock Santa Clara,INFORMATION FOR SMALL BUSINESSES ABOUT THE NEW SHELTER IN PLACE ORDER “PARTIAL REOPENING FOR SMALL BUSINESSES” STARTING JUNE 5TH 2020 IN SANTA CLARA COUNTY ...,https://alumrockscba.org/resources-sb/
Resources for Businesses and Workers - Office of ...,California IBank has low-interest and state-guaranteed business loans and ... The Santa Clara County COVID-19 Assistance Navigation (CAN)​program can ...,https://news.sccgov.org/hot-topics/resources-businesses-and-workers
Santa Clara County Launches Small Business Loan Program,"SAN JOSE - Low-interest loans of up to $100,000 are now available for Santa Clara County small businesses impacted by COVID-19 through the ...",https://district5.sccgov.org/press-release/santa-clara-county-launches-small-business-loan-program
Small businesses in Santa Clara Co. soon to be eligible for ...,"SAN JOSE, Calif. - Small businesses in Santa Clara County will be soon be eligible for $20 million in pandemic relief grants.",https://www.ktvu.com/news/small-businesses-in-santa-clara-co-soon-to-be-eligible-for-pandemic-relief-grants
COVID-19 - Silicon Valley SBDC,"For up-to-date information and announcements regarding CARES, SBA loans, and policy, ... More from EDD>>>; CA Infrastructure and Economic Development Bank ...",https://www.svsbdc.org/covid-19/
Santa Clara County Launches Loan Program for Small ...,"The state of California launched a $500 million COVID-19 relief grant program to provide grants of up to $25,000 to underserved small businesses ...",https://www.nbcbayarea.com/news/coronavirus/santa-clara-county-launches-loan-program-for-small-businesses/2437544/
Small Business Resources | City of San Jose,"COVID-19 has been devastating for our small business community. Since the beginning of the pandemic, ... County of Santa Clara Small Business Resources.",https://www.sanjoseca.gov/your-government/departments-offices/mayor-and-city-council/district-8/covid-19-resources/small-business-resources
HELP FOR SMALL BUSINESSES - COVID-19,"Call Santa Clara County's COVID-19 Business Call Center ... You can apply for a Kiva loan regardless of credit ... Loans up to $100,000—California.",https://www.sjeconomy.com/home/showpublisheddocument/68329/637484185779900000
San Francisco District Office | The U.S. Small Business ... - SBA,"Are you Loan Ready? Small Business Development Center. Wednesday, March 16, 2022 - 10:00am PDT. Resource Partner.",https://www.sba.gov/offices/district/ca/san-francisco
"Coronavirus (COVID-19) - Sunnyvale, CA",the County of Santa Clara changed the Mask Requirement to a ... Economic Injury Disaster Loans to assist small businesses and non-profit agencies.,https://sunnyvale.ca.gov/news/topics/coronavirus.htm
Financial assistance and support for customers - PGE,You may qualify for several programs at once and you can begin applying or enrolling now. COVID relief. California Arrearage Payment Program (CAPP).,https://www.pge.com/en_US/about-pge/company-information/protective-protocols/financial-support-awareness.page
COVID-19 Resources for businesses - Los Gatos Chamber of ...,"Santa Clara County is currently in the State's Red Tier. For more information, visit COVID19.CA.GOV ...",https://www.losgatoschamber.com/covid-19-resources-for-businesses
New loan program offers lifeline to small businesses in Santa ...,"As California's small businesses face continued COVID-19 ... 24, there were 336 loan applicants in Santa Clara County of 1,800 total in 44 ...",https://sanjosespotlight.com/new-loan-program-offers-lifeline-to-small-businesses-in-santa-clara-county/
California Rebuilding Fund | Connect2Capital,*NEW* SF Small Business Recovery Fund offering 0% loans to businesses in San Francisco. Read the press release.,https://www.connect2capital.com/p/californiarebuildingfund/
Santa Clara County to offer small-business loans through ...,The Board of Supervisors on Dec. 8 voted unanimously to invest $6 million into the California Rebuilding Fund with the intent of offering loans ...,https://sanjosespotlight.com/santa-clara-county-to-offer-small-business-loans-through-state-fund/
About Us | The U.S. Small Business Administration | SBA.gov,"SFDO serves fourteen counties in Northern California, from Santa Cruz ... Napa, San Francisco, San Mateo, Santa Clara, Santa Cruz, Solano, and Sonoma.",https://www.sba.gov/offices/district/ca/san-francisco/about-us
"Community Resources for Youth, Families and Individuals ...",COVID-19 Community Resource Guide for Santa Clara County includes information on locations for no-cost prepared meals and no-costs groceries; family services; ...,https://news.sccgov.org/community-resources-youth-families-and-individuals-impacted-covid-19
